,_id,choices,correct,correct_choice,expName,gameid,img_lure,img_sample,img_target,index,inputid,internal_node_id,iterationName,projName,response,rt,sessionID,stimulus,studyID,time_elapsed,trial_index,trial_type,userID
20,639b97868c4fcd3ab5d82bcb,"['https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_5_11/random/8.png', 'https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_5_11/nonequtriangle/9.png']",True,1.0,class-project-0,4994-61393299-7f48-4fa5-8353-1a72c5bf644f,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_5_11/random/8.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_5_11/nonequtriangle/5.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_5_11/nonequtriangle/9.png,20.0,,0.0-24.0,iter_0,scenegraph-m2s,1,9204,,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_5_11/nonequtriangle/5.png,,109990,24,plugin-m2s-task,test
21,639b97988c4fcd3ab5d82bcc,"['https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/18_4_5/random/5.png', 'https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_5_18/random/8.png']",False,1.0,class-project-0,4994-61393299-7f48-4fa5-8353-1a72c5bf644f,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/18_4_5/random/5.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_5_18/random/5.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_5_18/random/8.png,21.0,,0.0-25.0,iter_0,scenegraph-m2s,0,17665,,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_5_18/random/5.png,,128670,25,plugin-m2s-task,test
22,639b979d8c4fcd3ab5d82bcd,"['https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/13_12_14/line/1.png', 'https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/13_10_4/random/7.png']",True,0.0,class-project-0,4994-61393299-7f48-4fa5-8353-1a72c5bf644f,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/13_10_4/random/7.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/13_12_14/line/3.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/13_12_14/line/1.png,22.0,,0.0-26.0,iter_0,scenegraph-m2s,0,3744,,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/13_12_14/line/3.png,,133427,26,plugin-m2s-task,test
23,639b97a08c4fcd3ab5d82bce,"['https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_18_11/nonequtriangle/9.png', 'https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/18_11_4/nonequtriangle/9.png']",False,0.0,class-project-0,4994-61393299-7f48-4fa5-8353-1a72c5bf644f,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/18_11_4/nonequtriangle/9.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_18_11/nonequtriangle/2.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_18_11/nonequtriangle/9.png,23.0,,0.0-27.0,iter_0,scenegraph-m2s,1,1868,,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_18_11/nonequtriangle/2.png,,136309,27,plugin-m2s-task,test
24,639b97b68c4fcd3ab5d82bcf,"['https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/18_10_11/nonequtriangle/4.png', 'https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_11_18/nonequtriangle/1.png']",True,1.0,class-project-0,4994-61393299-7f48-4fa5-8353-1a72c5bf644f,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/18_10_11/nonequtriangle/4.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_11_18/nonequtriangle/9.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_11_18/nonequtriangle/1.png,24.0,,0.0-28.0,iter_0,scenegraph-m2s,1,21455,,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_11_18/nonequtriangle/9.png,,158778,28,plugin-m2s-task,test
25,639b97bb8c4fcd3ab5d82bd0,"['https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/7_10_14/nonequtriangle/1.png', 'https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/14_7_10/nonequtriangle/1.png']",True,0.0,class-project-0,4994-61393299-7f48-4fa5-8353-1a72c5bf644f,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/14_7_10/nonequtriangle/1.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/7_10_14/nonequtriangle/5.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/7_10_14/nonequtriangle/1.png,25.0,,0.0-29.0,iter_0,scenegraph-m2s,0,3231,,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/7_10_14/nonequtriangle/5.png,,163024,29,plugin-m2s-task,test
26,639b97bf8c4fcd3ab5d82bd1,"['https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/18_2_7/line/5.png', 'https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_11_2/nonequtriangle/1.png']",True,1.0,class-project-0,4994-61393299-7f48-4fa5-8353-1a72c5bf644f,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/18_2_7/line/5.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_11_2/nonequtriangle/5.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_11_2/nonequtriangle/1.png,26.0,,0.0-30.0,iter_0,scenegraph-m2s,1,3167,,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_11_2/nonequtriangle/5.png,,167204,30,plugin-m2s-task,test
27,639b97c38c4fcd3ab5d82bd2,"['https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/12_18_4/nonequtriangle/5.png', 'https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_12_18/nonequtriangle/4.png']",True,1.0,class-project-0,4994-61393299-7f48-4fa5-8353-1a72c5bf644f,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/12_18_4/nonequtriangle/5.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_12_18/nonequtriangle/3.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_12_18/nonequtriangle/4.png,27.0,,0.0-31.0,iter_0,scenegraph-m2s,1,3537,,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_12_18/nonequtriangle/3.png,,171754,31,plugin-m2s-task,test
28,639b97c98c4fcd3ab5d82bd3,"['https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_13_10/nonequtriangle/1.png', 'https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_13_4/nonequtriangle/2.png']",False,1.0,class-project-0,4994-61393299-7f48-4fa5-8353-1a72c5bf644f,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/4_13_10/nonequtriangle/1.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_13_4/nonequtriangle/3.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_13_4/nonequtriangle/2.png,28.0,,0.0-32.0,iter_0,scenegraph-m2s,0,4198,,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_13_4/nonequtriangle/3.png,,176964,32,plugin-m2s-task,test
29,639b97cd8c4fcd3ab5d82bd4,"['https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_12_2/nonequtriangle/3.png', 'https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/2_10_12/random/4.png']",True,0.0,class-project-0,4994-61393299-7f48-4fa5-8353-1a72c5bf644f,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/2_10_12/random/4.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_12_2/nonequtriangle/5.png,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_12_2/nonequtriangle/3.png,29.0,,0.0-33.0,iter_0,scenegraph-m2s,0,3387,,https://scenegraph-m2s-beth-aryan-class-project0.s3.amazonaws.com/10_12_2/nonequtriangle/5.png,,181364,33,plugin-m2s-task,test
